type,oc_year,oc_data,oc_county,oc_region
案類,發生年度,發生日期,發生縣市,發生鄉鎮市區
住宅竊盜,113,101,新北市,中和區
住宅竊盜,113,101,臺北市,萬華區
住宅竊盜,113,101,臺北市,大安區
住宅竊盜,113,101,嘉義市,西區
住宅竊盜,113,101,臺北市,松山區
住宅竊盜,113,101,雲林縣,古坑鄉
住宅竊盜,113,102,新北市,泰山區
住宅竊盜,113,102,臺南市,北區
住宅竊盜,113,103,雲林縣,斗南鎮
住宅竊盜,113,103,苗栗縣,苑裡鎮
住宅竊盜,113,103,花蓮縣,玉里鎮
住宅竊盜,113,103,桃園市,中壢區
住宅竊盜,113,104,臺北市,松山區
住宅竊盜,113,105,苗栗縣,頭份市
住宅竊盜,113,105,臺南市,後壁區
住宅竊盜,113,105,南投縣,草屯鎮
住宅竊盜,113,105,臺北市,文山區
住宅竊盜,113,106,新北市,新莊區
住宅竊盜,113,106,新北市,三重區
住宅竊盜,113,106,臺南市,學甲區
住宅竊盜,113,106,臺中市,太平區
住宅竊盜,113,106,臺中市,太平區
住宅竊盜,113,107,臺北市,士林區
住宅竊盜,113,107,臺北市,中山區
住宅竊盜,113,107,苗栗縣,大湖鄉
住宅竊盜,113,107,南投縣,水里鄉
住宅竊盜,113,107,苗栗縣,苑裡鎮
住宅竊盜,113,107,新北市,林口區
住宅竊盜,113,107,新北市,汐止區
住宅竊盜,113,108,花蓮縣,吉安鄉
住宅竊盜,113,108,臺南市,玉井區
住宅竊盜,113,108,雲林縣,斗六市
住宅竊盜,113,108,雲林縣,北港鎮
住宅竊盜,113,108,新北市,新莊區
住宅竊盜,113,108,新北市,三重區
住宅竊盜,113,109,彰化縣,芳苑鄉
住宅竊盜,113,109,金門縣,金寧鄉
住宅竊盜,113,109,臺北市,中正區
住宅竊盜,113,109,臺南市,歸仁區
住宅竊盜,113,109,臺南市,南區
住宅竊盜,113,110,新北市,永和區
住宅竊盜,113,110,臺中市,北屯區
住宅竊盜,113,111,臺南市,柳營區
住宅竊盜,113,112,桃園市,中壢區
住宅竊盜,113,112,臺南市,南區
住宅竊盜,113,112,南投縣,草屯鎮
住宅竊盜,113,112,基隆市,中正區
住宅竊盜,113,112,新北市,新店區
