type,oc_year,oc_data,oc_county,oc_region
案類,發生年度,發生日期,發生縣市,發生鄉鎮市區
住宅竊盜,112,101,新北市,中和區
住宅竊盜,112,101,屏東縣,新園鄉
住宅竊盜,112,101,臺北市,內湖區
住宅竊盜,112,102,臺中市,中區
住宅竊盜,112,102,南投縣,埔里鎮
住宅竊盜,112,102,新北市,永和區
住宅竊盜,112,102,宜蘭縣,頭城鎮
住宅竊盜,112,102,新北市,中和區
住宅竊盜,112,102,新竹市,香山區
住宅竊盜,112,102,新北市,新莊區
住宅竊盜,112,103,宜蘭縣,礁溪鄉
住宅竊盜,112,103,臺南市,中西區
住宅竊盜,112,103,宜蘭縣,礁溪鄉
住宅竊盜,112,103,臺南市,北區
住宅竊盜,112,103,新北市,三重區
住宅竊盜,112,103,高雄市,小港區
住宅竊盜,112,103,基隆市,仁愛區
住宅竊盜,112,103,苗栗縣,頭份市
住宅竊盜,112,104,新北市,中和區
住宅竊盜,112,104,臺南市,中西區
住宅竊盜,112,104,苗栗縣,頭份市
住宅竊盜,112,104,新北市,汐止區
住宅竊盜,112,104,新竹市,香山區
住宅竊盜,112,105,臺北市,大同區
住宅竊盜,112,105,基隆市,信義區
住宅竊盜,112,105,苗栗縣,頭份市
住宅竊盜,112,105,基隆市,七堵區
住宅竊盜,112,105,臺中市,龍井區
住宅竊盜,112,105,雲林縣,麥寮鄉
住宅竊盜,112,105,臺北市,萬華區
住宅竊盜,112,105,南投縣,草屯鎮
住宅竊盜,112,106,臺南市,安平區
住宅竊盜,112,106,南投縣,埔里鎮
住宅竊盜,112,106,新竹市,東區
住宅竊盜,112,106,雲林縣,四湖鄉
住宅竊盜,112,107,臺北市,松山區
住宅竊盜,112,107,新竹縣,竹北市
住宅竊盜,112,107,臺南市,玉井區
住宅竊盜,112,107,彰化縣,大村鄉
住宅竊盜,112,108,苗栗縣,竹南鎮
住宅竊盜,112,108,雲林縣,東勢鄉
住宅竊盜,112,108,苗栗縣,南庄鄉
住宅竊盜,112,108,澎湖縣,馬公市
住宅竊盜,112,108,南投縣,草屯鎮
住宅竊盜,112,108,新竹市,東區
住宅竊盜,112,108,澎湖縣,馬公市
住宅竊盜,112,108,基隆市,中山區
住宅竊盜,112,109,臺北市,士林區
住宅竊盜,112,109,臺北市,士林區
住宅竊盜,112,109,連江縣,南竿鄉
住宅竊盜,112,109,新北市,新店區
住宅竊盜,112,110,新竹縣,竹東鎮
住宅竊盜,112,110,新北市,永和區
住宅竊盜,112,110,南投縣,水里鄉
住宅竊盜,112,110,新竹縣,竹北市
住宅竊盜,112,110,新北市,永和區
住宅竊盜,112,111,臺北市,大同區
住宅竊盜,112,111,臺北市,文山區
住宅竊盜,112,111,南投縣,中寮鄉
住宅竊盜,112,111,臺南市,白河區
住宅竊盜,112,112,雲林縣,西螺鎮
住宅竊盜,112,112,基隆市,安樂區
住宅竊盜,112,112,宜蘭縣,宜蘭市
住宅竊盜,112,112,宜蘭縣,宜蘭市
住宅竊盜,112,112,臺北市,萬華區
住宅竊盜,112,112,臺中市,烏日區
住宅竊盜,112,112,新北市,土城區
住宅竊盜,112,112,臺南市,中西區
住宅竊盜,112,112,新北市,淡水區
住宅竊盜,112,112,臺南市,南區
住宅竊盜,112,113,宜蘭縣,礁溪鄉
住宅竊盜,112,113,臺北市,南港區
住宅竊盜,112,113,桃園市,龜山區
住宅竊盜,112,113,新竹市,香山區
住宅竊盜,112,113,南投縣,埔里鎮
住宅竊盜,112,113,宜蘭縣,蘇澳鎮
住宅竊盜,112,113,南投縣,埔里鎮
住宅竊盜,112,114,嘉義縣,民雄鄉
住宅竊盜,112,114,金門縣,金湖鎮
住宅竊盜,112,114,新北市,三重區
住宅竊盜,112,114,臺南市,南區
住宅竊盜,112,114,新北市,中和區
住宅竊盜,112,114,新北市,土城區
住宅竊盜,112,114,苗栗縣,三義鄉
住宅竊盜,112,114,新北市,淡水區
住宅竊盜,112,115,臺中市,西屯區
住宅竊盜,112,115,南投縣,埔里鎮
住宅竊盜,112,115,宜蘭縣,宜蘭市
住宅竊盜,112,115,桃園市,龜山區
住宅竊盜,112,116,宜蘭縣,頭城鎮
住宅竊盜,112,116,新北市,新莊區
住宅竊盜,112,116,桃園市,大園區
住宅竊盜,112,116,桃園市,龜山區
住宅竊盜,112,116,南投縣,埔里鎮
住宅竊盜,112,117,新北市,新莊區
住宅竊盜,112,117,基隆市,暖暖區
住宅竊盜,112,118,宜蘭縣,頭城鎮
住宅竊盜,112,118,澎湖縣,馬公市
住宅竊盜,112,118,宜蘭縣,宜蘭市
住宅竊盜,112,118,新北市,中和區
住宅竊盜,112,118,臺南市,北區
住宅竊盜,112,118,苗栗縣,頭份市
住宅竊盜,112,119,基隆市,安樂區
住宅竊盜,112,119,新竹市,香山區
住宅竊盜,112,119,臺北市,北投區
住宅竊盜,112,119,南投縣,國姓鄉
住宅竊盜,112,119,新北市,中和區
住宅竊盜,112,119,南投縣,草屯鎮
住宅竊盜,112,119,基隆市,安樂區
住宅竊盜,112,119,臺中市,北區
住宅竊盜,112,120,新北市,新店區
住宅竊盜,112,120,基隆市,仁愛區
住宅竊盜,112,121,新竹縣,竹北市
住宅竊盜,112,121,南投縣,埔里鎮
住宅竊盜,112,121,桃園市,龜山區
住宅竊盜,112,121,南投縣,草屯鎮
住宅竊盜,112,121,桃園市,中壢區
住宅竊盜,112,121,臺南市,學甲區
住宅竊盜,112,121,彰化縣,大城鄉
住宅竊盜,112,122,宜蘭縣,宜蘭市
住宅竊盜,112,122,臺中市,沙鹿區
住宅竊盜,112,122,宜蘭縣,員山鄉
住宅竊盜,112,123,雲林縣,麥寮鄉
住宅竊盜,112,123,新北市,新莊區
住宅竊盜,112,123,高雄市,鳳山區
住宅竊盜,112,123,臺南市,麻豆區
住宅竊盜,112,123,苗栗縣,頭份市
住宅竊盜,112,123,臺南市,北區
住宅竊盜,112,123,新北市,鶯歌區
住宅竊盜,112,123,臺南市,北區
住宅竊盜,112,123,苗栗縣,竹南鎮
住宅竊盜,112,123,新北市,三重區
住宅竊盜,112,124,新北市,汐止區
住宅竊盜,112,124,臺南市,東山區
住宅竊盜,112,124,基隆市,中正區
住宅竊盜,112,124,臺南市,佳里區
住宅竊盜,112,124,基隆市,仁愛區
住宅竊盜,112,124,苗栗縣,三義鄉
住宅竊盜,112,124,澎湖縣,馬公市
住宅竊盜,112,125,基隆市,仁愛區
住宅竊盜,112,125,基隆市,仁愛區
住宅竊盜,112,125,臺南市,南區
住宅竊盜,112,125,基隆市,中正區
住宅竊盜,112,125,苗栗縣,竹南鎮
住宅竊盜,112,126,新北市,土城區
住宅竊盜,112,126,臺北市,中山區
住宅竊盜,112,126,新北市,汐止區
住宅竊盜,112,126,彰化縣,芳苑鄉
住宅竊盜,112,126,新北市,中和區
住宅竊盜,112,126,南投縣,信義鄉
住宅竊盜,112,126,新北市,板橋區
住宅竊盜,112,127,南投縣,埔里鎮
住宅竊盜,112,127,臺北市,大同區
住宅竊盜,112,127,臺北市,中山區
住宅竊盜,112,127,臺北市,士林區
住宅竊盜,112,127,臺南市,白河區
住宅竊盜,112,127,新北市,樹林區
