type,oc_year,oc_data,oc_county,oc_region
案類,發生年度,發生日期,發生縣市,發生鄉鎮市區
住宅竊盜,110,101,臺北市,文山區
住宅竊盜,110,101,新北市,中和區
住宅竊盜,110,101,臺南市,玉井區
住宅竊盜,110,101,新北市,新莊區
住宅竊盜,110,101,南投縣,埔里鎮
住宅竊盜,110,101,臺南市,南化區
住宅竊盜,110,102,臺北市,內湖區
住宅竊盜,110,102,新北市,永和區
住宅竊盜,110,102,臺南市,善化區
住宅竊盜,110,102,臺東縣,池上鄉
住宅竊盜,110,102,苗栗縣,頭份市
住宅竊盜,110,102,花蓮縣,光復鄉
住宅竊盜,110,103,南投縣,草屯鎮
住宅竊盜,110,103,新北市,新莊區
住宅竊盜,110,103,新北市,板橋區
住宅竊盜,110,103,基隆市,中山區
住宅竊盜,110,103,臺北市,文山區
住宅竊盜,110,103,新北市,板橋區
住宅竊盜,110,103,金門縣,金城鎮
住宅竊盜,110,103,高雄市,前鎮區
住宅竊盜,110,104,新北市,三重區
住宅竊盜,110,104,基隆市,七堵區
住宅竊盜,110,104,臺北市,士林區
住宅竊盜,110,104,苗栗縣,苗栗市
住宅竊盜,110,104,新北市,中和區
住宅竊盜,110,104,臺南市,學甲區
住宅竊盜,110,104,臺中市,豐原區
住宅竊盜,110,104,臺南市,北區
住宅竊盜,110,104,高雄市,三民區
住宅竊盜,110,104,臺北市,內湖區
住宅竊盜,110,104,南投縣,埔里鎮
住宅竊盜,110,105,高雄市,新興區
住宅竊盜,110,105,新北市,三重區
住宅竊盜,110,105,臺南市,新市區
住宅竊盜,110,105,苗栗縣,銅鑼鄉
住宅竊盜,110,106,桃園市,龍潭區
住宅竊盜,110,106,臺中市,龍井區
住宅竊盜,110,106,雲林縣,西螺鎮
住宅竊盜,110,106,臺南市,後壁區
住宅竊盜,110,106,臺中市,潭子區
住宅竊盜,110,107,高雄市,阿蓮區
住宅竊盜,110,108,臺南市,善化區
住宅竊盜,110,108,臺中市,北區
住宅竊盜,110,108,臺北市,士林區
住宅竊盜,110,108,新北市,樹林區
住宅竊盜,110,108,基隆市,安樂區
住宅竊盜,110,108,新北市,汐止區
住宅竊盜,110,109,新北市,中和區
住宅竊盜,110,109,新北市,三重區
住宅竊盜,110,109,臺北市,大同區
住宅竊盜,110,109,新北市,中和區
住宅竊盜,110,110,新竹縣,湖口鄉
住宅竊盜,110,110,新北市,樹林區
住宅竊盜,110,110,屏東縣,枋寮鄉
住宅竊盜,110,110,桃園市,蘆竹區
住宅竊盜,110,110,新竹縣,湖口鄉
住宅竊盜,110,110,臺南市,東區
住宅竊盜,110,111,臺中市,北屯區
住宅竊盜,110,111,臺北市,文山區
住宅竊盜,110,112,新北市,中和區
住宅竊盜,110,112,彰化縣,埔鹽鄉
住宅竊盜,110,112,新竹縣,橫山鄉
住宅竊盜,110,112,南投縣,埔里鎮
住宅竊盜,110,113,臺北市,大同區
住宅竊盜,110,113,新北市,汐止區
住宅竊盜,110,113,臺南市,學甲區
住宅竊盜,110,113,桃園市,龜山區
住宅竊盜,110,114,臺南市,北區
住宅竊盜,110,114,新北市,土城區
住宅竊盜,110,114,新北市,三重區
住宅竊盜,110,114,臺南市,東區
住宅竊盜,110,114,桃園市,龍潭區
住宅竊盜,110,114,高雄市,鳳山區
住宅竊盜,110,115,臺中市,大甲區
住宅竊盜,110,115,金門縣,金湖鎮
住宅竊盜,110,115,南投縣,草屯鎮
住宅竊盜,110,115,新北市,三重區
住宅竊盜,110,116,新北市,三重區
住宅竊盜,110,116,新北市,金山區
住宅竊盜,110,116,臺中市,潭子區
住宅竊盜,110,116,臺中市,潭子區
住宅竊盜,110,116,臺北市,中正區
住宅竊盜,110,116,苗栗縣,苑裡鎮
住宅竊盜,110,117,苗栗縣,苗栗市
住宅竊盜,110,117,新北市,樹林區
住宅竊盜,110,117,新北市,中和區
住宅竊盜,110,117,臺南市,新市區
住宅竊盜,110,118,嘉義縣,民雄鄉
住宅竊盜,110,118,南投縣,埔里鎮
住宅竊盜,110,118,臺南市,南區
住宅竊盜,110,118,南投縣,竹山鎮
住宅竊盜,110,118,苗栗縣,苗栗市
住宅竊盜,110,119,新北市,汐止區
住宅竊盜,110,119,雲林縣,西螺鎮
住宅竊盜,110,119,臺中市,中區
住宅竊盜,110,119,臺中市,神岡區
住宅竊盜,110,119,臺北市,萬華區
住宅竊盜,110,119,臺中市,沙鹿區
住宅竊盜,110,119,南投縣,信義鄉
住宅竊盜,110,120,基隆市,仁愛區
住宅竊盜,110,120,金門縣,金城鎮
住宅竊盜,110,120,臺北市,大同區
住宅竊盜,110,120,嘉義縣,東石鄉
住宅竊盜,110,120,臺南市,永康區
住宅竊盜,110,120,臺北市,中正區
住宅竊盜,110,120,臺南市,佳里區
住宅竊盜,110,120,嘉義縣,朴子市
住宅竊盜,110,120,嘉義縣,朴子市
住宅竊盜,110,120,嘉義市,西區
住宅竊盜,110,121,苗栗縣,頭份市
住宅竊盜,110,121,臺中市,沙鹿區
住宅竊盜,110,121,雲林縣,斗六市
住宅竊盜,110,121,臺中市,東勢區
住宅竊盜,110,121,基隆市,七堵區
住宅竊盜,110,121,新北市,新莊區
住宅竊盜,110,121,臺南市,山上區
住宅竊盜,110,121,新北市,三重區
住宅竊盜,110,122,新北市,中和區
住宅竊盜,110,123,臺北市,文山區
住宅竊盜,110,123,雲林縣,斗南鎮
住宅竊盜,110,123,新北市,蘆洲區
住宅竊盜,110,123,南投縣,名間鄉
住宅竊盜,110,123,南投縣,竹山鎮
住宅竊盜,110,124,臺中市,潭子區
住宅竊盜,110,125,新竹縣,新埔鎮
住宅竊盜,110,125,彰化縣,彰化市
住宅竊盜,110,125,臺北市,中正區
住宅竊盜,110,125,苗栗縣,造橋鄉
住宅竊盜,110,125,澎湖縣,馬公市
住宅竊盜,110,126,南投縣,埔里鎮
住宅竊盜,110,126,臺南市,關廟區
住宅竊盜,110,127,新竹縣,竹東鎮
住宅竊盜,110,127,苗栗縣,頭屋鄉
住宅竊盜,110,127,澎湖縣,馬公市
住宅竊盜,110,127,澎湖縣,馬公市
住宅竊盜,110,127,桃園市,龜山區
住宅竊盜,110,127,南投縣,草屯鎮
住宅竊盜,110,127,南投縣,埔里鎮
住宅竊盜,110,127,新竹縣,新豐鄉
住宅竊盜,110,127,新竹縣,竹北市
住宅竊盜,110,128,臺南市,善化區
住宅竊盜,110,128,臺南市,仁德區
住宅竊盜,110,128,新竹縣,湖口鄉
住宅竊盜,110,128,臺中市,太平區
住宅竊盜,110,129,桃園市,八德區
住宅竊盜,110,129,桃園市,蘆竹區
住宅竊盜,110,129,雲林縣,斗六市
住宅竊盜,110,129,臺南市,七股區
住宅竊盜,110,129,雲林縣,斗南鎮
住宅竊盜,110,129,高雄市,湖內區
住宅竊盜,110,130,臺南市,北區
住宅竊盜,110,130,澎湖縣,湖西鄉
住宅竊盜,110,130,新北市,汐止區
住宅竊盜,110,131,澎湖縣,馬公市
住宅竊盜,110,131,南投縣,草屯鎮
住宅竊盜,110,131,苗栗縣,苗栗市
住宅竊盜,110,131,新北市,新店區
住宅竊盜,110,201,新北市,板橋區
住宅竊盜,110,201,臺南市,後壁區
住宅竊盜,110,201,新北市,板橋區
住宅竊盜,110,201,彰化縣,員林市
住宅竊盜,110,201,新竹縣,橫山鄉
住宅竊盜,110,201,基隆市,安樂區
住宅竊盜,110,202,臺南市,白河區
住宅竊盜,110,202,臺北市,大同區
住宅竊盜,110,202,苗栗縣,苑裡鎮
住宅竊盜,110,202,臺南市,北區
住宅竊盜,110,203,臺南市,六甲區
住宅竊盜,110,203,苗栗縣,卓蘭鎮
住宅竊盜,110,203,南投縣,草屯鎮
住宅竊盜,110,203,屏東縣,九如鄉
住宅竊盜,110,204,苗栗縣,苗栗市
住宅竊盜,110,205,新北市,中和區
住宅竊盜,110,205,嘉義縣,新港鄉
住宅竊盜,110,205,南投縣,埔里鎮
住宅竊盜,110,205,花蓮縣,花蓮市
住宅竊盜,110,206,新北市,三重區
住宅竊盜,110,206,臺中市,西區
住宅竊盜,110,206,基隆市,信義區
住宅竊盜,110,206,新北市,永和區
住宅竊盜,110,207,彰化縣,二林鎮
住宅竊盜,110,207,苗栗縣,公館鄉
住宅竊盜,110,207,臺中市,北區
住宅竊盜,110,207,臺南市,新市區
住宅竊盜,110,208,嘉義縣,東石鄉
住宅竊盜,110,208,臺南市,玉井區
住宅竊盜,110,209,臺中市,烏日區
住宅竊盜,110,211,臺中市,豐原區
住宅竊盜,110,211,臺北市,內湖區
住宅竊盜,110,211,臺南市,北區
住宅竊盜,110,211,臺北市,萬華區
住宅竊盜,110,212,基隆市,中正區
住宅竊盜,110,212,臺南市,東區
住宅竊盜,110,212,苗栗縣,公館鄉
住宅竊盜,110,213,苗栗縣,頭份市
住宅竊盜,110,213,新北市,中和區
住宅竊盜,110,213,彰化縣,福興鄉
住宅竊盜,110,213,臺北市,北投區
住宅竊盜,110,213,南投縣,鹿谷鄉
住宅竊盜,110,214,南投縣,水里鄉
住宅竊盜,110,214,新北市,五股區
住宅竊盜,110,214,南投縣,竹山鎮
住宅竊盜,110,214,高雄市,橋頭區
住宅竊盜,110,214,苗栗縣,西湖鄉
住宅竊盜,110,214,臺北市,士林區
住宅竊盜,110,214,臺北市,松山區
住宅竊盜,110,215,雲林縣,斗南鎮
住宅竊盜,110,215,新北市,樹林區
住宅竊盜,110,215,新竹縣,芎林鄉
住宅竊盜,110,216,彰化縣,員林市
住宅竊盜,110,216,臺北市,中山區
住宅竊盜,110,216,新北市,汐止區
住宅竊盜,110,216,南投縣,草屯鎮
住宅竊盜,110,216,南投縣,草屯鎮
住宅竊盜,110,216,臺南市,後壁區
住宅竊盜,110,217,新北市,中和區
住宅竊盜,110,217,苗栗縣,苗栗市
住宅竊盜,110,218,雲林縣,斗六市
住宅竊盜,110,218,宜蘭縣,三星鄉
住宅竊盜,110,218,苗栗縣,竹南鎮
住宅竊盜,110,219,金門縣,金沙鎮
住宅竊盜,110,220,基隆市,中山區
住宅竊盜,110,221,臺北市,大安區
住宅竊盜,110,222,新北市,中和區
住宅竊盜,110,222,新北市,中和區
住宅竊盜,110,223,臺南市,新市區
住宅竊盜,110,223,雲林縣,斗南鎮
住宅竊盜,110,223,新北市,中和區
住宅竊盜,110,224,新北市,八里區
住宅竊盜,110,224,新北市,樹林區
住宅竊盜,110,224,臺南市,北區
住宅竊盜,110,225,苗栗縣,苗栗市
住宅竊盜,110,225,新北市,三重區
住宅竊盜,110,225,臺北市,南港區
住宅竊盜,110,226,臺北市,大安區
住宅竊盜,110,226,新北市,新莊區
住宅竊盜,110,226,南投縣,草屯鎮
住宅竊盜,110,227,南投縣,水里鄉
住宅竊盜,110,227,臺南市,西港區
住宅竊盜,110,227,新竹市,東區
住宅竊盜,110,228,金門縣,金湖鎮
住宅竊盜,110,301,新北市,蘆洲區
住宅竊盜,110,302,彰化縣,鹿港鎮
住宅竊盜,110,302,雲林縣,斗南鎮
住宅竊盜,110,302,新北市,蘆洲區
住宅竊盜,110,303,雲林縣,斗南鎮
住宅竊盜,110,303,南投縣,竹山鎮
住宅竊盜,110,304,新竹縣,湖口鄉
住宅竊盜,110,304,基隆市,安樂區
住宅竊盜,110,304,屏東縣,南州鄉
住宅竊盜,110,304,基隆市,安樂區
住宅竊盜,110,305,基隆市,暖暖區
住宅竊盜,110,305,基隆市,安樂區
住宅竊盜,110,306,雲林縣,崙背鄉
住宅竊盜,110,306,新竹縣,竹東鎮
住宅竊盜,110,306,基隆市,信義區
住宅竊盜,110,307,桃園市,大園區
住宅竊盜,110,307,新北市,三重區
住宅竊盜,110,308,苗栗縣,竹南鎮
住宅竊盜,110,308,彰化縣,芳苑鄉
住宅竊盜,110,309,臺中市,太平區
住宅竊盜,110,309,澎湖縣,白沙鄉
住宅竊盜,110,310,新竹市,東區
住宅竊盜,110,310,臺中市,沙鹿區
住宅竊盜,110,311,宜蘭縣,大同鄉
住宅竊盜,110,311,臺北市,大同區
住宅竊盜,110,312,臺南市,楠西區
住宅竊盜,110,312,基隆市,中山區
住宅竊盜,110,312,澎湖縣,馬公市
住宅竊盜,110,312,臺南市,歸仁區
住宅竊盜,110,312,臺南市,歸仁區
住宅竊盜,110,313,新竹縣,竹東鎮
住宅竊盜,110,314,彰化縣,員林市
住宅竊盜,110,314,屏東縣,林邊鄉
住宅竊盜,110,314,新北市,樹林區
住宅竊盜,110,315,南投縣,埔里鎮
住宅竊盜,110,315,雲林縣,二崙鄉
住宅竊盜,110,316,苗栗縣,頭份市
住宅竊盜,110,317,臺南市,將軍區
住宅竊盜,110,317,花蓮縣,鳳林鎮
住宅竊盜,110,317,南投縣,鹿谷鄉
住宅竊盜,110,317,臺南市,官田區
住宅竊盜,110,317,苗栗縣,竹南鎮
住宅竊盜,110,318,南投縣,草屯鎮
住宅竊盜,110,319,臺北市,大安區
住宅竊盜,110,319,澎湖縣,湖西鄉
住宅竊盜,110,320,屏東縣,東港鎮
住宅竊盜,110,320,臺南市,關廟區
住宅竊盜,110,321,金門縣,金湖鎮
住宅竊盜,110,321,臺北市,信義區
住宅竊盜,110,321,新北市,蘆洲區
住宅竊盜,110,322,臺南市,善化區
住宅竊盜,110,322,基隆市,七堵區
住宅竊盜,110,323,臺中市,西屯區
住宅竊盜,110,324,新北市,萬里區
住宅竊盜,110,324,澎湖縣,馬公市
住宅竊盜,110,326,臺南市,新市區
住宅竊盜,110,326,新竹縣,新埔鎮
住宅竊盜,110,327,南投縣,竹山鎮
住宅竊盜,110,328,彰化縣,福興鄉
住宅竊盜,110,330,澎湖縣,西嶼鄉
住宅竊盜,110,330,雲林縣,崙背鄉
住宅竊盜,110,331,臺中市,大肚區
住宅竊盜,110,331,金門縣,金沙鎮
強制性交,110,103,雲林縣,虎尾鎮
強制性交,110,103,彰化縣,員林市
強制性交,110,105,臺東縣,東河鄉
強制性交,110,105,臺南市,南區
強制性交,110,112,高雄市,大社區
強制性交,110,120,基隆市,信義區
強制性交,110,120,屏東縣,屏東市
強制性交,110,125,基隆市,中山區
強制性交,110,127,新北市,瑞芳區
強制性交,110,206,臺南市,中西區
強制性交,110,206,臺南市,北區
強制性交,110,207,宜蘭縣,蘇澳鎮
強制性交,110,213,臺南市,學甲區
強制性交,110,220,臺南市,永康區
強制性交,110,228,高雄市,鳳山區
強制性交,110,302,苗栗縣,苑裡鎮
強制性交,110,307,彰化縣,員林市
強制性交,110,311,宜蘭縣,宜蘭市
強制性交,110,312,苗栗縣,竹南鎮
強制性交,110,312,高雄市,鳳山區
強制性交,110,314,高雄市,大寮區
強制性交,110,324,南投縣,南投市
強制性交,110,325,苗栗縣,竹南鎮
強制性交,110,325,屏東縣,南州鄉
強制性交,110,327,新北市,淡水區
強制性交,110,331,屏東縣,鹽埔鄉
強盜,110,104,新北市,板橋區
強盜,110,108,苗栗縣,頭份市
強盜,110,108,桃園市,平鎮區
強盜,110,110,臺東縣,臺東市
強盜,110,110,高雄市,鳳山區
強盜,110,112,新北市,板橋區
強盜,110,117,桃園市,龍潭區
強盜,110,118,高雄市,左營區
強盜,110,118,彰化縣,田中鎮
強盜,110,120,桃園市,龍潭區
強盜,110,127,桃園市,蘆竹區
強盜,110,131,臺北市,信義區
強盜,110,205,臺北市,大同區
強盜,110,205,新北市,淡水區
強盜,110,205,新北市,林口區
強盜,110,209,彰化縣,彰化市
強盜,110,211,高雄市,左營區
強盜,110,213,嘉義市,西區
強盜,110,216,高雄市,三民區
強盜,110,218,高雄市,茄萣區
強盜,110,219,臺中市,西區
強盜,110,225,基隆市,七堵區
強盜,110,226,嘉義縣,水上鄉
強盜,110,228,新北市,淡水區
強盜,110,303,臺中市,大里區
強盜,110,307,高雄市,前金區
強盜,110,311,臺北市,大同區
強盜,110,314,嘉義縣,中埔鄉
強盜,110,317,桃園市,平鎮區
強盜,110,318,新北市,土城區
強盜,110,318,新北市,三重區
強盜,110,319,南投縣,魚池鄉
強盜,110,320,桃園市,桃園區
強盜,110,323,澎湖縣,馬公市
強盜,110,326,新竹縣,湖口鄉
強盜,110,326,新北市,樹林區
強盜,110,329,基隆市,七堵區
搶奪,110,110,新北市,板橋區
搶奪,110,118,新北市,五股區
搶奪,110,119,新北市,板橋區
搶奪,110,121,高雄市,鳥松區
搶奪,110,125,雲林縣,林內鄉
搶奪,110,128,臺中市,中區
搶奪,110,201,臺北市,中山區
搶奪,110,205,高雄市,苓雅區
搶奪,110,206,高雄市,新興區
搶奪,110,206,高雄市,新興區
搶奪,110,207,高雄市,小港區
搶奪,110,209,臺中市,大甲區
搶奪,110,210,高雄市,大寮區
搶奪,110,216,臺南市,北區
搶奪,110,220,宜蘭縣,冬山鄉
搶奪,110,222,臺東縣,臺東市
搶奪,110,228,臺南市,新化區
搶奪,110,301,新北市,三峽區
搶奪,110,315,嘉義縣,新港鄉
搶奪,110,316,桃園市,大溪區
搶奪,110,316,桃園市,大溪區
搶奪,110,319,高雄市,前鎮區
搶奪,110,326,屏東縣,里港鄉
搶奪,110,328,臺北市,中山區
搶奪,110,329,新北市,淡水區
搶奪,110,329,臺中市,大肚區
機車竊盜,110,101,新北市,
機車竊盜,110,101,臺南市,
機車竊盜,110,101,新竹市,
機車竊盜,110,101,新北市,
機車竊盜,110,101,宜蘭縣,羅東鎮
機車竊盜,110,101,臺中市,潭子區
機車竊盜,110,101,花蓮縣,花蓮市
機車竊盜,110,101,新竹市,東區
機車竊盜,110,101,臺中市,中區
機車竊盜,110,102,新北市,
機車竊盜,110,102,臺南市,
機車竊盜,110,102,桃園市,
機車竊盜,110,102,臺北市,信義區
機車竊盜,110,102,新北市,
機車竊盜,110,102,桃園市,
機車竊盜,110,102,新北市,
機車竊盜,110,102,臺東縣,
機車竊盜,110,102,臺中市,南區
機車竊盜,110,102,桃園市,
機車竊盜,110,102,臺中市,
機車竊盜,110,103,臺南市,
機車竊盜,110,103,新竹縣,湖口鄉
機車竊盜,110,103,新北市,三重區
機車竊盜,110,103,臺南市,中西區
機車竊盜,110,103,桃園市,
機車竊盜,110,103,新北市,
機車竊盜,110,103,嘉義縣,六腳鄉
機車竊盜,110,103,臺北市,
機車竊盜,110,103,臺中市,
機車竊盜,110,103,彰化縣,彰化市
機車竊盜,110,104,新北市,土城區
機車竊盜,110,104,新北市,板橋區
機車竊盜,110,104,高雄市,大寮區
機車竊盜,110,104,南投縣,
機車竊盜,110,104,新北市,
機車竊盜,110,104,宜蘭縣,宜蘭市
機車竊盜,110,104,臺南市,歸仁區
機車竊盜,110,104,臺南市,
機車竊盜,110,104,新北市,三重區
機車竊盜,110,104,臺東縣,
機車竊盜,110,104,桃園市,
機車竊盜,110,104,新北市,三重區
機車竊盜,110,104,臺南市,
機車竊盜,110,104,基隆市,
機車竊盜,110,105,南投縣,
機車竊盜,110,105,新北市,三重區
機車竊盜,110,105,臺中市,
機車竊盜,110,105,新北市,
機車竊盜,110,105,新竹縣,
機車竊盜,110,105,新北市,
機車竊盜,110,105,新北市,鶯歌區
機車竊盜,110,105,新北市,
機車竊盜,110,105,花蓮縣,
機車竊盜,110,105,高雄市,
機車竊盜,110,105,新竹縣,湖口鄉
機車竊盜,110,105,彰化縣,北斗鎮
機車竊盜,110,105,高雄市,
機車竊盜,110,105,屏東縣,
機車竊盜,110,105,新北市,
機車竊盜,110,105,新北市,八里區
機車竊盜,110,105,臺中市,
機車竊盜,110,106,雲林縣,
機車竊盜,110,106,臺中市,
機車竊盜,110,106,新北市,板橋區
機車竊盜,110,106,桃園市,
機車竊盜,110,106,高雄市,小港區
機車竊盜,110,106,新北市,板橋區
機車竊盜,110,106,桃園市,
機車竊盜,110,106,桃園市,
機車竊盜,110,107,新竹市,北區
機車竊盜,110,107,新北市,新莊區
機車竊盜,110,107,高雄市,
機車竊盜,110,107,高雄市,新興區
機車竊盜,110,107,新北市,
機車竊盜,110,107,臺中市,
機車竊盜,110,107,臺北市,
機車竊盜,110,107,高雄市,
機車竊盜,110,107,桃園市,桃園區
機車竊盜,110,107,新北市,
機車竊盜,110,108,基隆市,安樂區
機車竊盜,110,108,桃園市,
機車竊盜,110,108,臺南市,新市區
機車竊盜,110,108,雲林縣,
機車竊盜,110,108,高雄市,
機車竊盜,110,108,桃園市,
機車竊盜,110,108,新北市,泰山區
機車竊盜,110,108,彰化縣,
機車竊盜,110,109,新北市,三峽區
機車竊盜,110,109,嘉義縣,布袋鎮
機車竊盜,110,109,雲林縣,臺西鄉
機車竊盜,110,109,臺中市,北屯區
機車竊盜,110,109,新北市,
機車竊盜,110,109,臺北市,
機車竊盜,110,109,臺中市,
機車竊盜,110,109,新竹縣,芎林鄉
機車竊盜,110,110,高雄市,前鎮區
機車竊盜,110,110,宜蘭縣,羅東鎮
機車竊盜,110,110,新竹市,東區
機車竊盜,110,110,新竹市,
機車竊盜,110,110,新北市,
機車竊盜,110,110,新北市,
機車竊盜,110,111,桃園市,
機車竊盜,110,111,宜蘭縣,宜蘭市
機車竊盜,110,111,臺中市,沙鹿區
機車竊盜,110,111,桃園市,
機車竊盜,110,111,屏東縣,
機車竊盜,110,111,臺中市,
機車竊盜,110,111,桃園市,
機車竊盜,110,111,臺北市,文山區
機車竊盜,110,111,新北市,
機車竊盜,110,111,宜蘭縣,
機車竊盜,110,111,新北市,
機車竊盜,110,112,高雄市,林園區
機車竊盜,110,112,高雄市,
機車竊盜,110,112,屏東縣,鹽埔鄉
機車竊盜,110,112,屏東縣,
機車竊盜,110,112,新北市,
機車竊盜,110,112,新北市,
機車竊盜,110,112,新北市,新莊區
機車竊盜,110,112,屏東縣,
機車竊盜,110,112,彰化縣,
機車竊盜,110,113,臺中市,霧峰區
機車竊盜,110,113,彰化縣,
機車竊盜,110,113,新竹市,
機車竊盜,110,113,新北市,
機車竊盜,110,113,新北市,三重區
機車竊盜,110,113,高雄市,鼓山區
機車竊盜,110,113,臺北市,
