type,oc_year,oc_data,oc_county,oc_region
案類,發生年度,發生日期,發生縣市,發生鄉鎮市區
住宅竊盜,111,101,南投縣,草屯鎮
住宅竊盜,111,101,彰化縣,芳苑鄉
住宅竊盜,111,101,新北市,中和區
住宅竊盜,111,101,彰化縣,和美鎮
住宅竊盜,111,101,南投縣,草屯鎮
住宅竊盜,111,101,基隆市,安樂區
住宅竊盜,111,102,臺北市,松山區
住宅竊盜,111,102,臺北市,萬華區
住宅竊盜,111,102,新北市,板橋區
住宅竊盜,111,102,臺北市,文山區
住宅竊盜,111,102,雲林縣,四湖鄉
住宅竊盜,111,103,雲林縣,斗六市
住宅竊盜,111,105,澎湖縣,西嶼鄉
住宅竊盜,111,105,臺南市,左鎮區
住宅竊盜,111,105,新北市,新莊區
住宅竊盜,111,106,新北市,樹林區
住宅竊盜,111,106,臺北市,萬華區
住宅竊盜,111,107,新北市,土城區
住宅竊盜,111,107,金門縣,金城鎮
住宅竊盜,111,107,嘉義縣,朴子市
住宅竊盜,111,107,臺南市,安南區
住宅竊盜,111,107,南投縣,南投市
住宅竊盜,111,107,臺南市,安南區
住宅竊盜,111,108,桃園市,中壢區
住宅竊盜,111,108,新北市,三重區
住宅竊盜,111,108,新北市,蘆洲區
住宅竊盜,111,108,基隆市,暖暖區
住宅竊盜,111,108,基隆市,信義區
住宅竊盜,111,109,新竹市,東區
住宅竊盜,111,109,桃園市,蘆竹區
住宅竊盜,111,109,臺中市,西屯區
住宅竊盜,111,109,新北市,三重區
住宅竊盜,111,109,臺南市,歸仁區
住宅竊盜,111,109,新北市,新店區
住宅竊盜,111,110,臺南市,東山區
住宅竊盜,111,110,彰化縣,芬園鄉
住宅竊盜,111,110,彰化縣,芬園鄉
住宅竊盜,111,110,新北市,三重區
住宅竊盜,111,110,臺中市,霧峰區
住宅竊盜,111,110,苗栗縣,後龍鎮
住宅竊盜,111,110,新北市,中和區
住宅竊盜,111,111,南投縣,竹山鎮
住宅竊盜,111,111,南投縣,集集鎮
住宅竊盜,111,111,基隆市,中山區
住宅竊盜,111,112,彰化縣,田尾鄉
住宅竊盜,111,112,臺北市,萬華區
住宅竊盜,111,112,臺南市,安南區
住宅竊盜,111,113,桃園市,大園區
住宅竊盜,111,113,花蓮縣,吉安鄉
住宅竊盜,111,113,彰化縣,北斗鎮
住宅竊盜,111,114,新北市,永和區
住宅竊盜,111,114,南投縣,南投市
住宅竊盜,111,114,嘉義市,西區
住宅竊盜,111,115,新北市,新莊區
住宅竊盜,111,115,苗栗縣,苗栗市
住宅竊盜,111,115,臺南市,官田區
住宅竊盜,111,116,苗栗縣,苗栗市
住宅竊盜,111,116,澎湖縣,白沙鄉
住宅竊盜,111,117,花蓮縣,鳳林鎮
住宅竊盜,111,117,花蓮縣,瑞穗鄉
住宅竊盜,111,118,雲林縣,斗六市
住宅竊盜,111,118,臺南市,南區
住宅竊盜,111,118,臺北市,信義區
住宅竊盜,111,118,臺北市,大安區
住宅竊盜,111,120,南投縣,草屯鎮
住宅竊盜,111,120,南投縣,草屯鎮
住宅竊盜,111,120,新北市,新莊區
住宅竊盜,111,121,臺北市,士林區
住宅竊盜,111,121,新北市,中和區
住宅竊盜,111,121,新北市,汐止區
住宅竊盜,111,121,新北市,三重區
住宅竊盜,111,122,新北市,樹林區
住宅竊盜,111,122,臺北市,中山區
住宅竊盜,111,122,臺北市,松山區
住宅竊盜,111,122,南投縣,草屯鎮
住宅竊盜,111,123,新北市,中和區
住宅竊盜,111,123,臺北市,文山區
住宅竊盜,111,123,臺中市,豐原區
住宅竊盜,111,123,臺南市,南區
住宅竊盜,111,123,臺南市,南區
住宅竊盜,111,123,臺北市,萬華區
住宅竊盜,111,124,新北市,三重區
住宅竊盜,111,124,雲林縣,麥寮鄉
住宅竊盜,111,125,新北市,三峽區
住宅竊盜,111,127,桃園市,中壢區
住宅竊盜,111,127,雲林縣,斗六市
住宅竊盜,111,127,臺北市,大同區
住宅竊盜,111,127,新北市,三重區
住宅竊盜,111,128,基隆市,中正區
住宅竊盜,111,128,臺南市,南區
住宅竊盜,111,128,澎湖縣,湖西鄉
住宅竊盜,111,129,新北市,三重區
住宅竊盜,111,130,澎湖縣,馬公市
住宅竊盜,111,131,臺北市,士林區
住宅竊盜,111,201,新竹市,東區
住宅竊盜,111,201,花蓮縣,吉安鄉
住宅竊盜,111,202,苗栗縣,造橋鄉
