type,oc_year,oc_data,oc_county,oc_region
案類,發生年度,發生日期,發生縣市,發生鄉鎮市區
住宅竊盜,109,101,高雄市,鳳山區
住宅竊盜,109,102,金門縣,金沙鎮
住宅竊盜,109,102,新北市,汐止區
住宅竊盜,109,102,台北市,中正區
住宅竊盜,109,102,雲林縣,虎尾鎮
住宅竊盜,109,102,基隆市,七堵區
住宅竊盜,109,102,雲林縣,斗六市
住宅竊盜,109,103,新北市,新店區
住宅竊盜,109,103,台北市,中正區
住宅竊盜,109,103,新北市,永和區
住宅竊盜,109,103,新北市,新莊區
住宅竊盜,109,103,雲林縣,西螺鎮
住宅竊盜,109,103,花蓮縣,吉安鄉
住宅竊盜,109,103,雲林縣,斗南鎮
住宅竊盜,109,104,台北市,中山區
住宅竊盜,109,104,台北市,文山區
住宅竊盜,109,104,雲林縣,虎尾鎮
住宅竊盜,109,104,彰化縣,鹿港鎮
住宅竊盜,109,105,台北市,松山區
住宅竊盜,109,105,新北市,中和區
住宅竊盜,109,105,新北市,蘆洲區
住宅竊盜,109,105,屏東縣,萬丹鄉
住宅竊盜,109,106,新竹縣,竹北市
住宅竊盜,109,106,台南市,六甲區
住宅竊盜,109,106,台北市,大同區
住宅竊盜,109,106,新竹市,香山區
住宅竊盜,109,106,新竹市,東區
住宅竊盜,109,107,台北市,大安區
住宅竊盜,109,107,新北市,樹林區
住宅竊盜,109,107,苗栗縣,大湖鄉
住宅竊盜,109,107,南投縣,南投市
住宅竊盜,109,108,台南市,北門區
住宅竊盜,109,108,新北市,深坑區
住宅竊盜,109,108,彰化縣,伸港鄉
住宅竊盜,109,108,雲林縣,大埤鄉
住宅竊盜,109,109,新北市,新店區
住宅竊盜,109,109,南投縣,埔里鎮
住宅竊盜,109,109,新北市,新店區
住宅竊盜,109,109,新北市,萬里區
住宅竊盜,109,109,台南市,東山區
住宅竊盜,109,110,台南市,學甲區
住宅竊盜,109,110,苗栗縣,頭份市
住宅竊盜,109,110,南投縣,埔里鎮
住宅竊盜,109,111,台中市,南區
住宅竊盜,109,111,台北市,南港區
住宅竊盜,109,111,苗栗縣,後龍鎮
住宅竊盜,109,111,新北市,新店區
住宅竊盜,109,112,雲林縣,斗六市
住宅竊盜,109,112,台北市,內湖區
